OGA_ID	sample_ID	station	depth	size fraction	latitude	longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
63	TARA_B100000872	TARA_092	SRF	[0.22-3µm]	-33.6895	-71.998	TARA_092_SRF_0.22-3	TARA_092	ERS491384		SAMEA2621758	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_B100000872	2011-02-26T12:01	-142	15.912325	34.3948	25.30165	98.7436	4.9071	9	1.096275	245.3235		5.259E-6	0.073051497	0.349130755	11.69553487			626.091796875	0.0005680255999323			11.721928			8.114713	0.039	0.795	0.11	0.49	11	13	10	13	125		0.696868	0.932582													-33.6895	-71.998	0	summer	middle		0	0
64	TARA_B100001061	TARA_093	DCM	[0.22-3µm]	-33.9116	-73.0537	TARA_093_DCM_0.22-3	TARA_093	ERS491465		SAMEA2621814	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_B100001061	2011-03-12T19:36	-5345	15.376875	34.22887	25.294705	99.553	0.55254	35	0.206846	227.7609	2.295011	3.974E-6	0.040871163	0.175246051	11.33696842	2.18225	1494.17	147.020652771	0.00076354734483175	0	0.7106		0.0898	0.0214		0.359	1.08725	6.80275	0.46	24	29	38	14	81	80	0.54852	0.995357	5020.252442	6.694159883	16672.3	0.757796898	0.32305	0.05225	0.7106	0.02045	0.10765	0.00445	0.0057	0	-33.9116	-73.0537	0	summer	late	0.061918		3.25
65	TARA_B100001064	TARA_093	SRF	[0.22-3µm]	-34.0614	-73.1066	TARA_093_SRF_0.22-3	TARA_093	ERS491424		SAMEA2621782	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_B100001064	2011-03-12T11:34	-5030	18.122955	34.31598	24.71804	41.3902	0.13782	5	18.154071	243.0408	0	3.974E-6	0.040871163	0.175246051	11.33696842	1.82307	1547.255	154.38761901856	0.00076976214768365	0	0.0218	12.065853	0.0114	0	8.092858	0.03975	0.52125	0.2115	0.1445	26	29	36	14	156	50	0.54852	0.995357	4762.157534	6.854613957	17397.8	0.75062011	0.01585	0.033	0.0218	0.0008	0.02615	0	0.06335	0.00115	-34.0614	-73.1066	0	summer	late	0.061918		3.25
66	TARA_B100000987	TARA_096	DCM	[0.22-3µm]	-29.668	-101.229	TARA_096_DCM_0.22-3	TARA_096	ERS491563		SAMEA2621885	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000987	2011-03-24T19:09	-3585	18.12644	35.33263	25.50222	419.3848	0.087	155	0.24476	220.19105	0	0.000148684	0.010189857	0.073221021	0.106033051			17.432071685791									0.181		0.5315	46	153	57	77	260	243	0.123093	0.493911													-29.668	-101.2285	0	autumn	early	0.047596	0.056696	0
67	TARA_B100000986	TARA_096	SRF	[0.22-3µm]	-29.7238	-101.16	TARA_096_SRF_0.22-3	TARA_096	ERS491529		SAMEA2621863	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000986	2011-03-24T13:00	-3535	23.84533	35.76868	24.269535	593.1643	-0.00432	5	39.162501	204.54175	0.149932	0.000148684	0.010189857	0.073221021	0.106033051	1.68278	77.9266	17.772789001465				12.400552			8.028524	0	0.1575		0.5305	49	153	60	82	927	330	0.123093	0.493911	3194.057629	6.149505917	14495.6	0.740746078									-29.7238	-101.1604	0	autumn	early	0.047596	0.056696	0
68	TARA_B100000973	TARA_097	DCM	[0.22-3µm]	-28.1874	-107.638	TARA_097_DCM_0.22-3	TARA_097	ERS491663		SAMEA2621961	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000973	2011-03-28T22:23	-2658	18.478415	35.42905	25.49114	201.2848	0.07077	175	0.061131	214.770062	0.349581	0.000237817	0.008414943	0.039575724	0.012130915			15.987011432648		0	0.0009		0.0059	0		0.03925	0.1725	0.12225	0.5065	59	177	69	84	324	326	0.006289	0.437182					0.0051	0.0007	0.0009	0	0.0103	0	0.0042	0	-28.1874	-107.6385	0	autumn	early	-0.248939	0.01664	90.75
69	TARA_B100001000	TARA_097	MES	[0.22-3µm]	-28.1762	-107.402	TARA_097_MES_0.22-3	TARA_097	ERS491638		SAMEA2621941	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001000	2011-03-28T12:55	-2375	12.677925	34.568237	26.130906	214.5561	-0.00432	310	0.000309	196.39225	10.430143	0.000237817	0.008414943	0.039575724	0.012130915					0	0		0	0		0.011	0.86375	10.5835	1.68	55	172	63	75	433	410	0.006289	0.437182					0	0	0	0	0.0024	0	0	0	-28.1762	-107.4021	0	autumn	early	-0.248939	0.01664	90.75
70	TARA_B100000994	TARA_097	SRF	[0.22-3µm]	-28.1698	-107.383	TARA_097_SRF_0.22-3	TARA_097	ERS491604		SAMEA2621913	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000994	2011-03-27T13:47	-2813	24.716415	36.049015	24.22107	418.9277	-0.00144	5	31.459258	200.81125	0.107906	0.000237817	0.008414943	0.039575724	0.012130915							11.932365			8.033731	0.0005	0.121	0.035	0.567	59	182	70	94	467	350	0.006289	0.437182													-28.1698	-107.3833	0	autumn	early	-0.248939	0.01664	90.75
71	TARA_B100001033	TARA_098	DCM	[0.22-3µm]	-25.826	-111.729	TARA_098_DCM_0.22-3	TARA_098	ERS491744		SAMEA2622025	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001033	2011-04-03T21:50	-3072	20.2127	35.86191	25.37245	273.603	0.04656	188	0.035513	208.821	0	0.000233155	0.007986359	0.029286791	0.010698052	1.59416	75.1857	17.186256408691												60	177	71	95	392	391	0.187939	0.317446	3972.082944	6.469351374	14256.3	0.741779486									-25.826	-111.7294	0	autumn	early	-0.006839	0.028784	0
72	TARA_B100001010	TARA_098	MES	[0.22-3µm]	-25.8076	-111.691	TARA_098_MES_0.22-3	TARA_098	ERS491773		SAMEA2622054	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001010	2011-04-04T13:55	-3087	7.96837	34.3655	26.78725	273.3783	-0.00072	488	1.0E-6	154.6701	24.271551	0.000233155	0.007986359	0.029286791	0.010698052	1.44693	80.7461	18.082239151001		0	0		0	0		0	2.023	27.2885	12.05	64	168	72	98	460	411	0.187939	0.317446	4911.566965	6.538486008	17162.4	0.727779536	0	0	0	0	0	0	0	0	-25.8076	-111.6906	0	autumn	early	-0.006839	0.028784	0
73	TARA_B100001031	TARA_098	SRF	[0.22-3µm]	-25.8051	-111.72	TARA_098_SRF_0.22-3	TARA_098	ERS491705		SAMEA2621996	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001031	2011-04-03T13:44	-2988	25.18103	36.40163	24.346275	204.7463	-0.0072	5	30.95361	200.40835	0	0.000233155	0.007986359	0.029286791	0.010698052	1.84413	78.4074	18.135036468506				11.888376			8.031112	0.000563	0.1815	0.05125	0.385875	69	184	79	109	485	431	0.187939	0.317446	3094.568283	6.279306036	14079.2	0.742122618									-25.8051	-111.7202	0	autumn	early	-0.006839	0.028784	0
74	TARA_B100000885	TARA_099	SRF	[0.22-3µm]	-21.146	-104.787	TARA_099_SRF_0.22-3	TARA_099	ERS491808		SAMEA2622078	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000885	2011-04-09T13:56	-3906	23.88925	36.1376	24.5391	273.4659	0	5	38.580543	203.37975	0	4.583E-6	0.015182246	0.054898681	3.216655207	1.67784	126.418	24.159000396729	0.00024103612668114	0	0.0003		0.0006	0		0.006	0.2975	0.0315	0.558	67	145	75	107	385	386	0.576329	0.230916	3184.902672	6.40197793	13751.3	0.74581386	0	0.0003	0.0003	0	0.002	0	0.0222	0	-21.146	-104.787	0	autumn	early	0.00016	0.050989	8.333333
75	TARA_B100000965	TARA_100	DCM	[0.22-3µm]	-12.9723	-96.0122	TARA_100_DCM_0.22-3	TARA_100	ERS491874	ERR599113|ERR599081	SAMEA2622119	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000965	2011-04-15T19:38	-3678	22.596675	35.64227	24.5284	1404.6916	0.18456	50		216.67805	4.229206	3.277E-6	0.018424854	0.128016119	9.24222072		403.48275	52.89086151123	0.00029593458748423	0.0061	0.0096		0.0099	0		0.1635	0.7785	5.6545	1.8815	44	56	53	52	301	149	0.671904	0.492855	4404.434487	6.829191226	18464.5	0.73777195	0.0122	0.0093	0.0096	0	0.0322	0	0.0521	0.0045	-12.9723	-96.0122	0	autumn	early	0.013354	0.045278	6
76	TARA_B100000959	TARA_100	DCM	[0.22-3µm]	-12.9794	-96.0232	TARA_100_DCM_0.22-3	TARA_100	ERS491913	ERR598946|ERR598953|ERR598981	SAMEA2622149	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000959	2011-04-16T13:03	-3412	12.806365	34.82775	26.3033	1406.3089	0.0006	177		3.4942	20.254424	3.277E-6	0.018424854	0.128016119	9.24222072		378.781	51.612281799316	0.00029683150933124	0	0		0.0001	0		0.131	2.68675	23.251	20.9015	45	61	56	53	226	148	0.671904	0.492855	4805.282165	6.67828735	17447.9	0.740331364	0	0.0002	0	0	0.0023	0	0.00095	0	-12.9794	-96.0232	0	autumn	early	0.013354	0.045278	6
77	TARA_B100000963	TARA_100	SRF	[0.22-3µm]	-13.0023	-95.9759	TARA_100_SRF_0.22-3	TARA_100	ERS491836	ERR599163|ERR599169|ERR599063	SAMEA2622097	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000963	2011-04-15T12:45	-3678	25.349495	35.82876	23.86109	1404.6916	0.10404	5		201.0109	5.005302	3.277E-6	0.018424854	0.128016119	9.24222072		403.48275	51.65765953064	0.00027787002909463	0.0017	0.0066		0.0049	0		0.137	0.67725	6.1625	1.15025	44	56	53	52	301	149	0.671904	0.492855	3503.551418	6.603491612	14283	0.749042476	0.0056	0.0047	0.0066	0	0.0171	0	0.0366	0.0032	-13.0023	-95.9759	0	autumn	early	0.013354	0.045278	6
78	TARA_B100000902	TARA_102	DCM	[0.22-3µm]	-5.2669	-85.2732	TARA_102_DCM_0.22-3	TARA_102	ERS492012	ERR599168|ERR599007|ERR598962	SAMEA2622219	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	TARA_B100000902	2011-04-22T21:13	-4117	19.781235	34.884385	24.729155	444.5005	0.33192	40	0.640251	104.9968	18.72477	4.398E-6	0.034300595	0.573159586	7.140994549		598.95	65.702842712402	0.00035939406370744	0.0334	0.018		0.038	0		1.202	1.8615	24.3645	10.5045	34	39	44	14	238	48	0.507222	0.75472	4240.666905	6.781488894	15878.3	0.741419505	0.031	0.0058	0.018	0.0036	0.0663	0	0.0877	0.0084	-5.2669	-85.2732	0	autumn	middle	0.043188	0.012324	0
79	TARA_B100000954	TARA_102	MES	[0.22-3µm]	-5.261	-85.1678	TARA_102_MES_0.22-3	TARA_102	ERS491981		SAMEA2622198	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	TARA_B100000954	2011-04-22T12:08	-4118	9.137438	34.692094	26.863531	442.8228	0	480	0	5.148	40.112735	4.398E-6	0.034300595	0.573159586	7.140994549		598.95	85.902935028076	0.00033721054205671	0	0		0	0		0.014	2.853	39.1775	40.579	34	42	45	13	445	43	0.507222	0.75472	4723.346213	6.680479401	17457.4	0.735844273	0	0	0	0	0	0	0.0003	0	-5.261	-85.1678	0	autumn	middle	0.043188	0.012324	0
80	TARA_B100000900	TARA_102	SRF	[0.22-3µm]	-5.2529	-85.1545	TARA_102_SRF_0.22-3	TARA_102	ERS491938	ERR598978|ERR598943	SAMEA2622173	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	TARA_B100000900	2011-04-21T20:07	-4111	24.958885	34.764535	23.176695	805.0024	0.16782	5	24.439054	204.421	13.010708	4.398E-6	0.034300595	0.573159586	7.140994549	1.13119	598.95	85.902935028076	0.00033721054205671	0.0104	0.00655	16.56381	0.00475	0	7.905094	0.3285	1.02575	12.8225	5.04425	24	26	34	14	419	32	0.507222	0.75472	3197.769229	6.615299747	13566	0.749754292	0.01195	0.0038	0.00655	0	0.0318	0	0.0801	0.02775	-5.2529	-85.1545	0	autumn	early	0.043188	0.012324	0
81	TARA_B100000918	TARA_106	DCM	[0.22-3µm]	0.0307	-84.612	TARA_106_DCM_0.22-3	TARA_106	ERS492081		SAMEA2622269	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_B100000918	2011-05-03T20:52	-3220	23.45048	34.72394	23.595275	428.8911	0.1677	40		165.2702	8.276054	4.387E-6	0.041996677	0.587957232	5.375641187			52.978462219238	0.00013423594646156	0.0065	0.0141		0.015	0.0018		0.317375	0.776625	9.313125	5.75275	16	45	43	13	352	293	0.5624	0.622988					0.0205	0.0066	0.0141	0.00055	0.03695	0	0.03845	0.00325	0.0307	-84.612	0	spring	middle	-0.04145	0.138825	4.166667
82	TARA_B100000920	TARA_106	MES	[0.22-3µm]	0.0063	-84.585	TARA_106_MES_0.22-3	TARA_106	ERS492107		SAMEA2622295	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_B100000920	2011-05-04T12:45	-3099	10.222825	34.748925	26.725515	432.1601	0	380	0	5.03365	36.80312	4.387E-6	0.041996677	0.587957232	5.375641187			53.921720504761	0.00014109290350461	0	0		0	0		0.01475	2.664875	37.197667	37.4515	22	46	39	13	337	568	0.5624	0.622988					0	0	0	0	0	0	0.0026	0.0004	0.0063	-84.585	0	spring	middle	-0.04145	0.138825	4.166667
83	TARA_B100000916	TARA_106	SRF	[0.22-3µm]	-0.0283	-84.5862	TARA_106_SRF_0.22-3	TARA_106	ERS492043		SAMEA2622249	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_B100000916	2011-05-03T12:27	-3096	25.702575	34.51722	22.76179	412.6693	0.12024	5		194.915	6.047064	4.387E-6	0.041996677	0.587957232	5.375641187			52.974918365479	0.00013555037003243	0.0023	0.006	13.612483	0.0044	0	7.970073	0.15125	0.573125	5.556563	3.595125	25	51	43	13	344	60	0.5624	0.622988					0.0057	0.00345	0.006	0	0.01505	0	0.0499	0.00495	-0.0283	-84.5862	0	autumn	middle	-0.04145	0.138825	4.166667
84	TARA_B100000927	TARA_109	DCM	[0.22-3µm]	2.0299	-84.5546	TARA_109_DCM_0.22-3	TARA_109	ERS492177	ERR599065|ERR598952|ERR599108	SAMEA2622336	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_B100000927	2011-05-12T22:15	-3174	26.019185	34.475915	22.63355	515.6321	0.2808	30		199.8303	4.369042	4.994E-6	0.038657464	0.411641767	3.423354744	0.9906	471.9535			0.0195	0.013		0.0234	0		0.111	0.50475	4.638	3.225	18	32	57	19	420	56	0.60986	0.500877					0.0259	0.0101	0.013	0	0.0672	0	0.0981	0.016	2.0299	-84.5546	0	spring	middle	-0.002594	0.005026	2.083333
85	TARA_B100000929	TARA_109	MES	[0.22-3µm]	2.0649	-84.5546	TARA_109_MES_0.22-3	TARA_109	ERS492205	ERR599067|ERR598971	SAMEA2622362	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_B100000929	2011-05-13T16:08	-3257	11.142362	34.791419	26.595869	511.4309	0	380		2.264562	33.049074	4.994E-6	0.038657464	0.411641767	3.423354744	0.9906	471.9535													12	24	69	14	422	64	0.60986	0.500877	4998.544817	6.832154721	18991.5	0.740244987									2.0649	-84.5546	0	spring	middle	-0.002594	0.005026	2.083333
86	TARA_B100000926	TARA_109	SRF	[0.22-3µm]	1.9928	-84.5766	TARA_109_SRF_0.22-3	TARA_109	ERS492146		SAMEA2622317	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_B100000926	2011-05-12T14:00	-3215	27.497475	33.472445	21.408655	496.135	0.16428	5		199.6911	1.673601	4.994E-6	0.038657464	0.411641767	3.423354744		478.5445			0.005	0.004	10.944395	0.00275	0	8.021784	0.0455	0.2865	0.8935	1.7085	15	30	59	13	395	63	0.60986	0.500877					0.0046	0.0043	0.004	0	0.01525	0	0.09625	0.01125	1.9928	-84.5766	0	spring	middle	-0.002594	0.005026	2.083333
87	TARA_B100001111	TARA_110	DCM	[0.22-3µm]	-1.9002	-84.6265	TARA_110_DCM_0.22-3	TARA_110	ERS492268		SAMEA2622406	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001111	2011-05-21T21:00	-2111	22.039785	35.112815	24.318245	407.3646	0.21402	50	0.112155	145.0818	10.202445	5.493E-6	0.042527045	0.645360056	6.029548923		642.094	68.135581970215	0.00024157292500604	0.005	0.0291		0.0316	0		0.414	0.9295	10.701	5.407	21	28	64	14	369	69	0.54627	0.713291	4206.588394	6.796421877	16528.4	0.740312164	0.0343	0.0099	0.0291	0	0.0751	0	0.0355	0.0012	-1.9002	-84.6265	0	autumn	late	0.032297	0.064745	0
88	TARA_B100001076	TARA_110	MES	[0.22-3µm]	-1.8902	-84.6141	TARA_110_MES_0.22-3	TARA_110	ERS492297		SAMEA2622432	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001076	2011-05-22T13:20	-2279	10.082375	34.747805	26.748625	409.7887	0.00144	380	0	2.43975	26.734022	5.493E-6	0.042527045	0.645360056	6.029548923		634.104	69.317623138428	0.00023812219296815											33	38	68	13	373	75	0.54627	0.713291	5912.116367	7.181018104	19565.3	0.730786905									-1.8902	-84.6141	0	autumn	late	0.032297	0.064745	0
89	TARA_B100001107	TARA_110	SRF	[0.22-3µm]	-2.0133	-84.589	TARA_110_SRF_0.22-3	TARA_110	ERS492232		SAMEA2622380	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001107	2011-05-21T12:27	-2519	23.88816	35.012435	23.68419	512.0231	0.11724	5	25.413264	191.91255	8.074076	5.493E-6	0.042527045	0.645360056	6.029548923	1.9982	527.4725	67.014461517334	0.00023863984097261	0	0.0125	50.225139	0.00855	0	7.484872	0.31925	0.77275	8.287	3.8635	33	41	74	13	369	69	0.54627	0.713291	3819.840479	6.734784222	15813.9	0.742768403	0.0083	0.0044	0.0125	0	0.02165	0	0.04595	0.0025	-2.0133	-84.589	0	spring	middle	0.032297	0.064745	0
90	TARA_B100000579	TARA_111	DCM	[0.22-3µm]	-16.9587	-100.675	TARA_111_DCM_0.22-3	TARA_111	ERS492357	ERR598961	SAMEA2622478	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000579	2011-05-31T20:28	-3913	19.783275	35.69581	25.354365	916.312	0.12738	90	0.019494	208.54895	0.85366	3.007E-6	0.013075565	0.043491448	7.843671242	1.1776	367.732	42.429767608643	0.00022155041369842	0.0047	0.0035		0.0141	0		0.203	0.443	1.2215	0.9285	67	71	225	70	233	230	0.599757	0.463204	4019.574006	6.687022359	15057.3	0.737598349	0.015	0.0055	0.0035	0	0.0325	0	0.0249	0.0005	-16.9587	-100.6751	0	autumn	late	-0.075767	0.018781	34.305556
91	TARA_B100000575	TARA_111	SRF	[0.22-3µm]	-16.9601	-100.633	TARA_111_SRF_0.22-3	TARA_111	ERS492321	ERR599077	SAMEA2622452	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000575	2011-05-31T14:25	-4043	22.78183	35.98269	24.742485	1067.5202	0.0408	5	15.111047	209.1003	3.149999	3.007E-6	0.013075565	0.043491448	7.843671242	0.8502	374.2405	43.128910064697	0.00022524171799887	0	0.0027	12.099805	0.0041	0	8.049736	0.0415	0.5	2.676	1.0325	73	85	83	30	332	260	0.599757	0.463204	3596.851063	6.628351803	14493.5	0.744136035	0.0044	0.0031	0.0027	0	0.0134	0	0.0287	0.0011	-16.9601	-100.6335	0	autumn	late	-0.075767	0.018781	34.305556
92	TARA_B100000943	TARA_112	DCM	[0.22-3µm]	-23.2189	-129.5	TARA_112_DCM_0.22-3	TARA_112	ERS492449		SAMEA2622549	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000943	2011-06-15T00:55	-3280	21.94937	35.90434	24.927695	147.7183	0.06888	155	0.020187	206.4346	0.423501	0.000157501	0.00623687	0.017828043	0.022861806	0.77993	120.8215	22.878388404846	0.00012234802125022	0	0.0011		0.0104	0		0.014	0.1145	0.04175	0.6935	131	147	140	146	302	306	0.441733	0.155786	4437.25988	6.577501662	17754	0.732475849	0.00785	0.0009	0.0011	0	0.0171	0	0.02	0	-23.2189	-129.4997	0	autumn	late	-0.120564	0.040113	11.083333
